81002212,Movie,Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav","Nina Kulkarni, Suhas Palshikar, Kushal Badrike, Spruha Joshi, Mangesh Desai, Smita Tambe, Veena Jamkar, Sandeep Khare",India,"August 15, 2018",2015,TV-14,131 min,"Dramas, International Movies, LGBTQ Movies","Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films."
80176707,Movie,For Here or to Go?,Rucha Humnabadkar,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson","United States, India","August 15, 2018",2015,TV-MA,105 min,"Comedies, Dramas, Independent Movies",A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.
80199381,Movie,Hostiles,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Timothée Chalamet, Ben Foster, Adam Beach, Rory Cochrane, Peter Mullan, Scott Wilson, Paul Anderson, Jonathan Majors, John Benjamin Hickey, Q'orianka Kilcher, Ryan Bingham",United States,"August 15, 2018",2017,R,134 min,Dramas,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland."
80202176,Movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,"Roy Haylock, Rachel Dratch, Brian McCook, D.J. ""Shangela"" Pierce, Doug Plaut, Cheyenne Jackson, Kristen Johnston, Heather McDonald, Wanda Sykes, Janeane Garofalo",United States,"August 15, 2018",2018,TV-MA,85 min,"Comedies, Independent Movies, LGBTQ Movies","When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down."
81014293,TV Show,Nuestra Lucha Libre,,,,"August 15, 2018",2018,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","This documentary series lifts the mask on Mexican wrestling, diving into the daily lives of its stars, examining the sport’s cultural impact and more."
81014811,TV Show,The Creative Indians,,,,"August 15, 2018",2017,NR,1 Season,"Docuseries, International TV Shows","From chefs and comedians to filmmakers and fashion designers, India’s most notable imaginative minds share their artistic journeys."
70123118,Movie,What's Your Raashee?,Ashutosh Gowariker,"Priyanka Chopra, Harman Baweja, Suzy Brack, Gene Fojtik, Anjan Srivastav, Darshan Jariwala, Dilip Joshi, Daya Shankar Pandey, Yuri Suri, Rajesh Vivek, Geeta Tyagi",India,"August 15, 2018",2009,TV-PG,203 min,"Comedies, International Movies, Music & Musicals","To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs."
80175913,TV Show,20 Minutes,,"Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer",Turkey,"August 15, 2017",2013,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth."
80182274,Movie,Barbecue,Matthew Salleh,,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay","August 15, 2017",2017,TV-MA,101 min,"Documentaries, International Movies","A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community."
80185166,Movie,Brad Paisley's Comedy Rodeo,Jay Chapman,"Brad Paisley, Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana, Mike E. Winfield",United States,"August 15, 2017",2017,TV-MA,63 min,Stand-Up Comedy,"Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield."
80068219,Movie,Colin Quinn: Unconstitutional,Jay Chapman,Colin Quinn,United States,"August 15, 2017",2015,TV-MA,56 min,Stand-Up Comedy,New York comedian Colin Quinn writes and stars in this live one-man stage show that dissects and deconstructs U.S. constitutional history.
70209163,Movie,Goon,Michael Dowse,"Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin, Kim Coates, Eugene Levy, Nicholas Campbell, Richard Clarkin, Jonathan Cherry","United States, Canada","August 15, 2017",2011,R,92 min,"Comedies, Sports Movies","When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills."
80170687,TV Show,Million Yen Women,,"Yojiro Noda, Rila Fukushima, Rena Matsui, Miwako Wagatsuma, Rena Takeda, Yuko Araki, Yuya Endo, Kaito Yoshimura, Moeka Hoshi, Juri Ihata, Mariko Tsutsui, Kanji Furutachi, Tetsuhiro Ikeda, Takashi Yamanaka, Tomoya Nakamura, Lily Franky",Japan,"August 15, 2017",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum."
80163191,Movie,My Ex-Ex,Nathaniel Warsh,"André Bharti, Katherine Barrell, Ray Galletti, Emily Alatalo, Tamara Duarte, Randal Edwards, Alastair Forbes, Jesse Camacho",Canada,"August 15, 2017",2015,TV-MA,91 min,"Comedies, Romantic Movies",A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.
